gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
-0.871652976570737,2.529362863820098,-0.7829536179670946,-0.5186983555559203,-0.959390065080079,0.3446735235203324,-1.2205015608963292,-0.2900659136457591,-0.8172039788641036,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,1.927902776804141,-0.959390065080079,0.3446735235203324,0.8193352897194216,-0.655337907443358,-0.842317393045144,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-1.0843100700935469,0.3446735235203324,-1.2205015608963292,-0.6014168035970456,-0.8920446779063362,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1.1472455517036226,-0.3953564805999008,1.2772148656729592,1.927902776804141,0.08160997669882038,0.3446735235203324,-1.2205015608963292,-0.02219978486085344,-0.039573693639788035,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0
1.1472455517036226,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,0.3314499867257562,0.3446735235203324,0.8193352897194216,0.9449013034794563,0.6298145975510554,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,1.927902776804141,1.1226100184777197,0.3446735235203324,0.8193352897194216,0.028242538092148405,0.797116257303231,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,0.12324997836997635,0.3446735235203324,0.8193352897194216,0.5744111383418915,0.23889910158288855,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
-0.871652976570737,2.529362863820098,1.2772148656729592,1.927902776804141,-0.0016700266434915676,-2.901296246333264,0.8193352897194216,-1.1249733280402707,-0.5057613125827733,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-0.5013500466973633,0.3446735235203324,-1.2205015608963292,-1.7146266894563944,-0.7995155976280904,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-0.917750063408923,0.3446735235203324,-1.2205015608963292,-1.6728813187366691,-0.8886614060139537,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
1.1472455517036226,2.529362863820098,1.2772148656729592,-0.5186983555559203,-0.04331002831464754,0.3446735235203324,0.8193352897194216,0.6144171186149621,0.06028959349241441,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,1.2475300234911877,0.3446735235203324,0.8193352897194216,-1.49372410273118,-0.2783781935873492,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
1.1472455517036226,-0.3953564805999008,1.2772148656729592,1.927902776804141,1.8304900468873713,0.3446735235203324,0.8193352897194216,1.2753854883439504,2.563706435150545,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,0
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-0.0016700266434915676,-2.901296246333264,0.8193352897194216,-1.1301914993802364,-0.511324410660852,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0
1.1472455517036226,-0.3953564805999008,1.2772148656729592,1.927902776804141,0.4980099934103801,0.3446735235203324,0.8193352897194216,0.5848474810218228,0.5759774320689155,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-1.1259500717647029,0.3446735235203324,-1.2205015608963292,-1.6607055856100823,-0.9386157561028227,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-0.959390065080079,0.3446735235203324,0.8193352897194216,0.4091690459096444,-0.760596617604308,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-1.1259500717647029,0.3446735235203324,0.8193352897194216,0.0334607094321143,-0.9164996029271143,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,1.927902776804141,-0.6679100533819872,0.3446735235203324,0.8193352897194216,1.2893006119171921,-0.36861391506606056,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-0.959390065080079,0.3446735235203324,0.8193352897194216,0.9692527697326292,-0.7420226819803557,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1
1.1472455517036226,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,1.7888500452162153,0.3446735235203324,0.8193352897194216,0.6213746804015826,1.7977018895832755,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-1.0426700684223908,0.3446735235203324,0.8193352897194216,0.30306622866367533,-0.8442020344348603,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
-0.871652976570737,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,0.08160997669882038,0.3446735235203324,-1.2205015608963292,-1.6902752232032214,-0.6500839712940694,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1
-0.871652976570737,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,-0.12659003165695948,0.3446735235203324,0.8193352897194216,-1.6711419282900137,-0.717272572163598,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
1.1472455517036226,-0.3953564805999008,1.2772148656729592,1.927902776804141,0.9976900134642518,0.3446735235203324,-1.2205015608963292,-1.5198149594310086,-0.3434550878394848,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
-0.871652976570737,2.529362863820098,-0.7829536179670946,-0.5186983555559203,0.7478500034373159,0.3446735235203324,0.8193352897194216,1.452803313902784,1.265869713318963,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,1
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-0.7928300583954551,0.3446735235203324,0.8193352897194216,0.07868486104515025,-0.6764008311817961,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,-0.3764300416838953,0.3446735235203324,0.8193352897194216,0.6474655371014111,-0.2374837460827796,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-0.6679100533819872,0.3446735235203324,0.8193352897194216,-0.655337907443358,-0.6701565374206875,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1.1472455517036226,2.529362863820098,1.2772148656729592,-0.5186983555559203,0.70621000176616,0.3446735235203324,0.8193352897194216,1.0597010729587015,1.1073781844006425,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,1.927902776804141,0.3314499867257562,0.3446735235203324,0.8193352897194216,1.2614703647707084,0.7255225910167747,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,0.41472999006806816,0.3446735235203324,0.8193352897194216,0.9344649607995245,0.7283609063627332,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,0
1.1472455517036226,-0.3953564805999008,1.2772148656729592,1.927902776804141,-1.1259500717647029,0.3446735235203324,-1.2205015608963292,-1.7059297372231184,-0.9392061256947821,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1.1472455517036226,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,-0.7511900567242991,0.3446735235203324,0.8193352897194216,1.0527435111720804,-0.4766515503946235,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
1.1472455517036226,-0.3953564805999008,1.2772148656729592,1.927902776804141,-0.6262700517108312,0.3446735235203324,-1.2205015608963292,-0.8153618285356394,-0.6939756798039709,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-0.41807004335505127,0.3446735235203324,0.8193352897194216,0.47874466377585373,-0.30058517285412817,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,1
-0.871652976570737,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,0.37308998839691215,-2.901296246333264,-1.2205015608963292,-0.7944891431757766,-0.22445020201413846,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,1.927902776804141,-0.959390065080079,0.3446735235203324,-1.2205015608963292,-1.665923756950048,-0.8925215148844572,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-0.7095500550531431,0.3446735235203324,-1.2205015608963292,0.23349061079746605,-0.5775820440969064,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,1.927902776804141,1.4973700335181235,0.3446735235203324,0.8193352897194216,1.0753555869785987,1.8546044356390508,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-1.1259500717647029,0.3446735235203324,-1.2205015608963292,-0.4413928825047644,-0.9226984836426876,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0
1.1472455517036226,2.529362863820098,1.2772148656729592,-0.5186983555559203,0.37308998839691215,0.3446735235203324,0.8193352897194216,0.8440166575734526,0.6294512931867728,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
-0.871652976570737,-0.3953564805999008,1.2772148656729592,1.927902776804141,0.8311300067796279,0.3446735235203324,0.8193352897194216,1.287561221470537,1.3215915201908195,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0
1.1472455517036226,2.529362863820098,1.2772148656729592,-0.5186983555559203,-0.3347900400127393,0.3446735235203324,0.8193352897194216,0.9153316658863171,-0.08523651092556775,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-0.0849500299858035,0.3446735235203324,0.8193352897194216,0.0438970521120456,-0.13046790427876184,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,0.08160997669882038,0.3446735235203324,-1.2205015608963292,-1.6989721754364975,-0.6852109620156512,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,1.7055700418739035,0.3446735235203324,0.8193352897194216,-0.0465512511140263,1.131038381124552,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,0
1.1472455517036226,-0.3953564805999008,1.2772148656729592,1.927902776804141,1.4557300318469677,0.3446735235203324,0.8193352897194216,0.7361744498808284,1.5941379129711346,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
1.1472455517036226,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,-0.959390065080079,0.3446735235203324,-1.2205015608963292,-1.7007115658831526,-0.8906822865402761,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
1.1472455517036226,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,0.4563699917392241,0.3446735235203324,0.8193352897194216,-1.6624449760567375,-0.5891623707084169,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,1.927902776804141,-1.0010300667512348,0.3446735235203324,0.8193352897194216,1.1640644997580154,-0.7823721729385013,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1.1472455517036226,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,1.3308100268334995,0.3446735235203324,-1.2205015608963292,1.1449312048448081,1.8074656943733725,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,0
1.1472455517036226,-0.3953564805999008,1.2772148656729592,1.927902776804141,-0.3764300416838953,0.3446735235203324,-1.2205015608963292,1.2197249940509827,-0.033897062947871114,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,1
-0.871652976570737,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,-0.7095500550531431,0.3446735235203324,0.8193352897194216,1.1745008424379468,-0.42778711339860265,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
-0.871652976570737,2.529362863820098,-0.7829536179670946,-0.5186983555559203,0.12324997836997635,0.3446735235203324,0.8193352897194216,1.1031858341250824,0.4992293851141987,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,0.08160997669882038,0.3446735235203324,0.8193352897194216,0.5587566243219944,0.15951709798712221,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,1.0393300151354077,0.3446735235203324,-1.2205015608963292,-1.5180755689843533,-0.36709257804062684,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-0.959390065080079,0.3446735235203324,0.8193352897194216,0.7344350594341728,-0.7382533992009229,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,1
1.1472455517036226,2.529362863820098,-0.7829536179670946,-0.5186983555559203,0.9560500117930958,0.3446735235203324,0.8193352897194216,0.3952539223364024,0.857106890455409,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,1.7888500452162153,0.3446735235203324,-1.2205015608963292,0.7326956689875176,1.9533551031556375,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,1.927902776804141,1.3724500285046557,0.3446735235203324,0.8193352897194216,-1.5041604454111115,-0.2674790626588687,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
1.1472455517036226,2.529362863820098,-0.7829536179670946,-0.5186983555559203,-0.834470060066611,0.3446735235203324,0.8193352897194216,0.21783609677756885,-0.6724726027429897,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1.1472455517036226,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,-0.7511900567242991,0.3446735235203324,0.8193352897194216,-0.46226556786462697,-0.6895933209098111,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,-0.6679100533819872,-2.901296246333264,0.8193352897194216,-0.6396833934234608,-0.6676588199162441,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0
1.1472455517036226,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,1.5806500368604355,0.3446735235203324,-1.2205015608963292,-0.15265406835999565,0.9887593094623466,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-0.16823003332811545,0.3446735235203324,-1.2205015608963292,-0.2709326187325514,-0.29363697688722185,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,1.927902776804141,-1.0010300667512348,0.3446735235203324,-1.2205015608963292,-0.40834446401831487,-0.841159360383993,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-1.0010300667512348,0.3446735235203324,0.8193352897194216,0.7205199358609312,-0.7866182926960551,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,1.927902776804141,0.28980998505460026,0.3446735235203324,-1.2205015608963292,-0.439653492058109,-0.032194073740296036,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0
-0.871652976570737,2.529362863820098,-0.7829536179670946,-0.5186983555559203,0.70621000176616,0.3446735235203324,0.8193352897194216,0.6074595568283411,0.7678248429329397,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,1.5390100351892795,0.3446735235203324,0.8193352897194216,1.452803313902784,2.2939529446706532,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,1.927902776804141,-0.5846300500396752,0.3446735235203324,0.8193352897194216,0.44047807394943883,-0.4244038415062201,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,1.927902776804141,1.3724500285046557,-2.901296246333264,0.8193352897194216,-0.6101137558303218,0.45477001353510527,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,0
1.1472455517036226,-0.3953564805999008,1.2772148656729592,1.927902776804141,1.6639300402027475,0.3446735235203324,-1.2205015608963292,0.42134477903623085,1.4930938866550134,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,1.927902776804141,-0.20987003499927143,0.3446735235203324,0.8193352897194216,-0.3648597028519341,-0.3653441757875165,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,0
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,1.1226100184777197,0.3446735235203324,0.8193352897194216,0.4630901497559566,1.0999758579783827,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0
1.1472455517036226,-0.3953564805999008,1.2772148656729592,1.927902776804141,1.7055700418739035,0.3446735235203324,-1.2205015608963292,-1.523293740324319,-0.16763848204943382,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,-0.876110061737767,0.3446735235203324,-1.2205015608963292,0.45265380707602526,-0.6844843532870859,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,1.927902776804141,1.8304900468873713,0.3446735235203324,-1.2205015608963292,0.3761206274231949,1.6545599700558984,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,1.927902776804141,1.3724500285046557,0.3446735235203324,0.8193352897194216,-0.6449015647634264,0.3969365000458557,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1.1472455517036226,2.529362863820098,1.2772148656729592,-0.5186983555559203,1.4973700335181235,0.3446735235203324,-1.2205015608963292,0.41960538858957575,1.3307649553889571,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
-0.871652976570737,2.529362863820098,1.2772148656729592,-0.5186983555559203,0.1648899800411323,0.3446735235203324,0.8193352897194216,0.868368123826626,0.38313093420311367,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-1.1259500717647029,0.3446735235203324,0.8193352897194216,0.3935145318897473,-0.9117993527142071,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-1.0426700684223908,0.3446735235203324,0.8193352897194216,0.48918100645578505,-0.8505598608098073,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,1.927902776804141,-1.0426700684223908,0.3446735235203324,-1.2205015608963292,-1.6711419282900137,-0.9249464293966867,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,-0.5186983555559203,1.8304900468873713,0.3446735235203324,0.8193352897194216,0.5622354052153051,1.8206581841013876,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,1.927902776804141,-0.0849500299858035,-2.901296246333264,0.8193352897194216,-1.3371789625322092,-0.5907518273021536,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,0.4563699917392241,0.3446735235203324,0.8193352897194216,1.1205797385916347,0.7785423216792788,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,0
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-1.1259500717647029,0.3446735235203324,-1.2205015608963292,-1.693754004096532,-0.9390471800354082,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,-1.1259500717647029,0.3446735235203324,0.8193352897194216,-1.695493394543187,-0.939069886558176,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
-0.871652976570737,-0.3953564805999008,1.2772148656729592,1.927902776804141,1.1642500201488757,0.3446735235203324,-1.2205015608963292,0.718780545414276,1.3081946717578954,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,0
-0.871652976570737,2.529362863820098,1.2772148656729592,-0.5186983555559203,0.622929998423848,0.3446735235203324,0.8193352897194216,1.3675731820166774,1.1110566410890044,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,1
-0.871652976570737,-0.3953564805999008,-0.7829536179670946,1.927902776804141,-1.1259500717647029,0.3446735235203324,-1.2205015608963292,-1.4902453218378695,-0.9363905168715911,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1.1472455517036226,-0.3953564805999008,-0.7829536179670946,-0.5186983555559203,0.0399699750276644,0.3446735235203324,-1.2205015608963292,0.0925999846183923,-0.0557407378503675,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,0
